Product Name,Product ID,Listing Price,Sale Price,Discount,Brand,Description,Rating,Reviews,Last Visited,Gender,Product Type,Popularity
Men's adidas Running Helkin 3 Shoes,CK9698,45.99,22.99,50,Adidas CORE / NEO,Men's adidas Running Helkin 3 Shoes: Style and performance go hand in hand in this adidas Helkin 3 Running shoes for men. The breathable upper Knit-Mesh offers maximum ventilation. EVA midsole and rubber outsole.,4.7,8,2020-04-13 15:06:30,Men's product,footwear,low popularity
Men's adidas Sport Inspired Phanko Shoes,CK9418,55.99,27.99,50,Adidas CORE / NEO,Men's adidas Sport Inspired Phanko Shoes: Extremely functional and subtle running-inspired shoes for men. Feature a textile mesh upper and synthetic overlays. EVA cushioning adds extra comfort. The running 3-Stripes on the sides add to it's appeal.,2.7,74,2020-04-13 15:06:30,Men's product,footwear,high popularity
Unisex adidas Originals Marathon Tech Shoes,EF0322,129.99,77.99,40,Adidas ORIGINALS,"Unisex adidas Originals Marathon Tech Shoes: These shoes follow in the style steps of adidas' first trail running shoe, the Marathon TR. The vintage-inspired upper is a mix of breathable mesh and synthetic suede, with the iconic 3-Stripes in contrast colour. Extra comfort comes from the energy-returning Boost midsole.",2.5,23,2020-04-13 15:06:30,Unisex product,footwear,low popularity
Men's adidas Sport Inspired Binafo Shoes,CK9427,52.99,26.49,50,Adidas CORE / NEO,"Men's adidas Sport Inspired Binafo Shoes: Improve your performance during your daily jogging sessions with these running shoes for men. The mesh upper of these shoes promise a comfortable comfort and a lightweight pick, while the EVA midsole and rubber outsole ensure durability.",5.0,59,2020-04-13 15:06:30,Men's product,footwear,high popularity
Men's adidas Sport Inspired Archivo Shoes,EF0437,55.99,33.59,40,Adidas CORE / NEO,Men's adidas Sport Inspired Archivo Shoes: Modern comfort and authentic adidas heritage mix it up. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays and subtle 3-Stripes for sporty style.,4.2,89,2020-04-13 15:06:30,Men's product,footwear,very high popularity
Men's adidas Sport Inspired Archivo Shoes,EF0435,55.99,27.99,50,Adidas CORE / NEO,Men's adidas Sport Inspired Archivo Shoes: Modern comfort and authentic adidas heritage mix it up. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays and subtle 3-Stripes for sporty style.,2.4,99,2020-04-13 15:06:30,Men's product,footwear,very high popularity
MEN'S ADIDAS RUNNING ARIUS 1.0 SHOES,CJ8090,49.99,24.99,50,Adidas CORE / NEO,MEN'S ADIDAS RUNNING ARIUS 1.0 SHOES: The adidas Arius 1.0 Running shoes for men feature a comfortable Mesh upper with all-over graphic print. They come with Lightstrike IMEVA midsole for long term lightweight cushioning and shock absorption with a full rubber outsole for durability.,3.6,28,2020-04-13 15:06:30,Men's product,footwear,medium popularity
Men's adidas Running Bound Shoes,CL7542,49.99,24.99,50,Adidas CORE / NEO,Men's adidas Running Bound Shoes: Sleek running shoes for men. These shoes have a lightweight look and feel in honeycomb mesh. Cloudfoam cushioning delivers superior step-in comfort.,2.7,97,2020-04-13 15:06:30,Men's product,footwear,very high popularity
Men's adidas Running Rush Shoes,CL7311,35.99,17.99,50,Adidas CORE / NEO,"Men's adidas Running Rush Shoes: Great everyday shoes for runners to go that extra mile. Features Mesh upper for maximum ventilation, lightstrike EVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear.",2.5,22,2020-04-13 15:06:30,Men's product,footwear,low popularity
Men's adidas Running Duramo 9 Shoes,EE8028,59.99,29.99,50,Adidas CORE / NEO,"Men's adidas Running Duramo 9 Shoes: These men's running shoes will get you on the road to your goals. A sandwich mesh upper offers lightweight breathability, while a seamless print overlay adds support for a stable stride. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride.",3.6,15,2020-04-13 15:06:30,Men's product,footwear,low popularity
Men's adidas Sport Inspired Blaze Runner Shoes,CL7398,55.99,27.99,50,Adidas CORE / NEO,Men's adidas Sport Inspired Blaze Runner Shoes: Extremely functional and subtle running-inspired shoes for men. The breathable and lightweight Knit-Mesh offer extended ventilation and comfort. IMEVA midsole and full Rubber outsole provides durability.,4.9,28,2020-04-13 15:06:30,Men's product,footwear,medium popularity
Men's adidas Running Dracon Shoes,CL7306,39.99,19.99,50,Adidas CORE / NEO,Men's adidas Running Dracon Shoes: Great everyday trainer for modern runner to go that extra mile. They have a mesh upper accented by contrast 3-Stripes. The EVA midsole and Rubber outsole provide comfort and support to their every step.,4.1,70,2020-04-13 15:06:30,Men's product,footwear,high popularity
Men's adidas Running Helkin 3 Shoes,CK9697,45.99,22.99,50,Adidas CORE / NEO,Men's adidas Running Helkin 3 Shoes: Style and performance go hand in hand in this adidas Helkin 3 Running shoes for men. The breathable upper Knit-Mesh offers maximum ventilation. EVA midsole and rubber outsole.,3.9,43,2020-04-13 15:06:30,Men's product,footwear,medium popularity
men's ADIDAS RUNNING NAYO 1.0 SHOES,CI9915,49.99,24.99,50,Adidas CORE / NEO,"men's ADIDAS RUNNING NAYO 1.0 SHOES: The adidas Nayo 1.0 shoes for men. These lightweight running shoes give all round comfort, cushioning, durability & support in a simplistic design. The mesh upper ensure breathability and durability while the Light strike EVA midsole provides premium cushioning's. Full Rubber outsole provides durability.",3.4,65,2020-04-13 15:06:30,Men's product,footwear,high popularity
MEN'S ADIDAS RUNNING NAYO 2.0 SHOES,CK9590,52.99,26.49,50,Adidas CORE / NEO,MEN'S ADIDAS RUNNING NAYO 2.0 SHOES: The stylish adidas Nayo 2.0 shoes for men crafted for runners. The breathable Knit-Mesh upper offer extended grip and comfort. Lightstrike EVA midsole and full Rubber outsole provides durability.,1.0,51,2020-04-13 15:06:30,Men's product,footwear,high popularity
Men's adidas Running Zeta 1.0 Shoes,CL7458,59.99,29.99,50,Adidas CORE / NEO,"Men's adidas Running Zeta 1.0 Shoes: Designed to go the distance, these adidas Zeta 1.0 running shoes for men give optimum cushioning to your feet with full-length CLOUDFOAM and its breathable knit upper ensures maximum ventilation. It's smart style details balance the clean design and the rubber outsole provides best durability.",4.1,89,2020-04-13 15:06:30,Men's product,footwear,very high popularity
men's ADIDAS RUNNING NAYO 1.0 SHOES,CI9913,49.99,24.99,50,Adidas CORE / NEO,"men's ADIDAS RUNNING NAYO 1.0 SHOES: The adidas Nayo 1.0 shoes for men. These lightweight running shoes give all round comfort, cushioning, durability & support in a simplistic design. The combination of Synthetic overlays with Mesh underlays ensure breathability and durability while the Light strike EVA midsole provides premium cushioning's. Full Rubber outsole provides durability.",3.5,96,2020-04-13 15:06:30,Men's product,footwear,very high popularity
Men's adidas Running Zeta 1.0 Shoes,CL7459,59.99,29.99,50,Adidas CORE / NEO,"Men's adidas Running Zeta 1.0 Shoes: Designed to go the distance, these adidas Zeta 1.0 running shoes for men give optimum cushioning to your feet with full-length CLOUDFOAM and its breathable knit upper ensures maximum ventilation. It's smart style details balance the clean design and the rubber outsole provides best durability.",4.3,74,2020-04-13 15:06:31,Men's product,footwear,high popularity
men's Adidas RUNNING TORIL SHOES,CI9991,49.99,24.99,50,Adidas CORE / NEO,"men's Adidas RUNNING TORIL SHOES: Designed to go the distance, these adidas Toril 1.0 running shoes for men give optimum cushioning to your feet with EVA midsole and its Mesh upper inspires comfortable familiarity. It's smart style details balance the clean design and the rubber outsole provides best durability.",2.4,58,2020-04-13 15:06:31,Men's product,footwear,high popularity
Men's adidas Running Asweerun Shoes,F36996,55.99,27.99,50,Adidas CORE / NEO,"Men's adidas Running Asweerun Shoes: Aspire to greatness. These running shoes are made with an airy, lightweight mesh upper. The durable rubber outsole grips the pavement for added stability. A cushioned midsole brings comfort to each step.",3.3,2,2020-04-13 15:06:31,Men's product,footwear,low popularity
MEN'S ADIDAS RUNNING NAYO 2.0 SHOES,CJ7974,52.99,26.49,50,Adidas CORE / NEO,MEN'S ADIDAS RUNNING NAYO 2.0 SHOES: The stylish adidas Nayo 2.0 shoes for men crafted for runners. The breathable Knit-Mesh upper offer extended grip and comfort. Lightstrike EVA midsole and full Rubber outsole provides durability.,4.7,53,2020-04-13 15:06:31,Men's product,footwear,high popularity
Men's adidas Sport Inspired Factor Shoes,CL7588,42.99,21.49,50,Adidas CORE / NEO,"Men's adidas Sport Inspired Factor Shoes: These lightweight running-inspired shoes for men give all round comfort, cushioning, durability & support in a simplistic design. Features Knit-Mesh upper for maximum ventilation, lightstrike EVA midsole with durable Rubber outsole for long-lasting wear.",3.4,8,2020-04-13 15:06:31,Men's product,footwear,low popularity
Men's adidas Sport Inspired Quickspike Shoes,CL7407,39.99,19.99,50,Adidas CORE / NEO,"Men's adidas Sport Inspired Quickspike Shoes: These men's running-inspired shoes feature a breathable mesh upper with a comfort collar, while a moulded overlay provides lightweight support. The soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.",4.8,91,2020-04-13 15:06:31,Men's product,footwear,very high popularity
Men's adidas Sport Inspired Quickspike Shoes,CL7406,39.99,19.99,50,Adidas CORE / NEO,"Men's adidas Sport Inspired Quickspike Shoes: These men's running-inspired shoes feature a breathable mesh upper with a comfort collar, while a moulded overlay provides lightweight support. The soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.",0.0,85,2020-04-13 15:06:31,Men's product,footwear,very high popularity
Men's adidas Sport Inspired Phanko Shoes,CK9420,55.99,27.99,50,Adidas CORE / NEO,Men's adidas Sport Inspired Phanko Shoes: Extremely functional and subtle running-inspired shoes for men. Feature a textile mesh upper and synthetic overlays. EVA cushioning adds extra comfort. The running 3-Stripes on the sides add to it's appeal.,4.6,2,2020-04-13 15:06:31,Men's product,footwear,low popularity
Men's adidas Sport Inspired Stunn Shoes,CL7389,55.99,27.99,50,Adidas CORE / NEO,Men's adidas Sport Inspired Stunn Shoes: These men's running-inspired shoes keep you comfortable so you stay focused on your day. They feature a textile upper that wraps around the midfoot to give you stability where you need it most. Faetures a CLOUDFOAM midsole for responsive cushioning and durable Rubber outsole for long-lasting wear.,3.5,40,2020-04-13 15:06:31,Men's product,footwear,medium popularity
Men's adidas Running Flank Shoes,CL7516,52.99,26.49,50,Adidas CORE / NEO,"Men's adidas Running Flank Shoes: These men's running shoes keep you comfortable so you stay focused on your running goals. They feature a textile-mesh upper, Cloudfoam midsole and Rubber outsole provides durability.",4.8,28,2020-04-13 15:06:31,Men's product,footwear,medium popularity
men's ADIDAS RUNNING TORIL 1.0 SHOES,CI9989,49.99,24.99,50,Adidas CORE / NEO,"men's ADIDAS RUNNING TORIL 1.0 SHOES: Designed to go the distance, these adidas Toril 1.0 running shoes for men give optimum cushioning to your feet with EVA midsole and its Mesh upper inspires comfortable familiarity. It's smart style details balance the clean design and the rubber outsole provides best durability.",2.2,18,2020-04-13 15:06:31,Men's product,footwear,low popularity
Men's adidas Sport Inspired Quickspike Shoes,CL7405,39.99,19.99,50,Adidas CORE / NEO,"Men's adidas Sport Inspired Quickspike Shoes: These men's running-inspired shoes feature a breathable mesh upper with a comfort collar, while a moulded overlay provides lightweight support. The soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.",3.8,49,2020-04-13 15:06:31,Men's product,footwear,medium popularity
Men's adidas Running Nepton 2.0 Shoes,CL7473,55.99,27.99,50,Adidas CORE / NEO,"Men's adidas Running Nepton 2.0 Shoes: Energize your run while staying comfortable with this new design, your ride will be smooth and effortless. Breathable textile upper for maximum ventilation and a cushioned midsole provides all-day comfort with rubber outsole for best durability in high wear areas.",3.5,3,2020-04-13 15:06:31,Men's product,footwear,low popularity
MEN'S ADIDAS RUNNING KIVARO 1.0 SHOES,CJ8110,45.99,22.99,50,Adidas CORE / NEO,"MEN'S ADIDAS RUNNING KIVARO 1.0 SHOES: The adidas Running shoes for men. These lightweight shoes give all round comfort, cushioning, durability & support in a simplistic design. The combination of Knit-Mesh upper ensure breathability and durability while the Lightstrike EVA midsole provides premium cushioning. Full Rubber outsole provides durability.",2.5,7,2020-04-13 15:06:31,Men's product,footwear,low popularity
MEN'S ADIDAS RUNNING ERDIGA 4.0 SHOES,CJ8019,45.99,22.99,50,Adidas CORE / NEO,"MEN'S ADIDAS RUNNING ERDIGA 4.0 SHOES: These Erdiga 4.0 running shoes for men will add a fresh vigour to your workout sessions. Featuring mesh upper and lining, these lace-ups are durable, light in weight and comfortable to wear. Furthermore, the rubber outsole ensures better traction on different surfaces.",4.6,53,2020-04-13 15:06:31,Men's product,footwear,high popularity
