Product Name,Sale Price,Listing Price,Currency,Color,Description,Country,Rating,Reviews,Gender,Product Type,Popularity
MEN'S ADIDAS RUNNING HELKIN 3.0 SHOES,18.4,45.99,USD,Various,MEN'S ADIDAS RUNNING HELKIN 3.0 SHOES: Style and performance go hand in hand in this adidas Helkin 3.0 Running shoes for men. The breathable upper Knit-Mesh offers maximum ventilation. EVA midsole and rubber outsole.,Various,2.0,87,Men's product,footwear,very high popularity
Men's adidas Sport Inspired Arcadeis Shoes,22.99,45.99,USD,Various,Men's adidas Sport Inspired Arcadeis Shoes: These men's running-inspired shoes cradle your feet with a net mesh upper. Pillow-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.,Various,2.8,36,Men's product,footwear,medium popularity
Men's adidas RunFalcon Shoes,35.99,59.99,USD,Various,Men's adidas RunFalcon Shoes: Water-repellent shoes for adding variety to your daily workout routine. These multisport training shoes have a ripstop and leather-like upper for cold-weather durability. A midfoot cage provides additional stability while lightweight cushioning keeps you comfortable across long distances.,Various,3.7,45,Men's product,footwear,medium popularity
Men's adidas Originals Continental 80 Shoes,39.99,79.99,USD,Various,"Men's adidas Originals Continental 80 Shoes: Inspired by indoor sneakers from the early '80s, the Continental 80 takes a fresh look at vintage charm. These leather shoes show off a swooping two-tone stripe and a retro-style logo window next to the laces. The split rubber cupsole comes straight from the archives. They're lined with French terry to complete the throwback feel.",Various,3.0,96,Men's product,footwear,very high popularity
Men's adidas Originals Deerupt Runner Shoes,53.99,89.99,USD,Various,"Men's adidas Originals Deerupt Runner Shoes: Minimalist and effortlessly chic, Deerupt is defined by a striking grid-wrapped design. These shoes flash a tonal graphic on the tongue. The flexible mesh upper is easy to pack and delivers a snug, comfortable feel.",Various,2.2,10,Men's product,footwear,low popularity
Men's adidas Originals Stan Smith Shoes,47.99,79.99,USD,Various,"Men's adidas Originals Stan Smith Shoes: The instantly recognizable classic gets a cheeky bit of signature flourish. These Stan Smith shoes update the iconic look with cursive heel branding that reads ""Stan"" on one side and ""Smith"" on the other. The soft leather upper includes the famous perforated 3-Stripes.",Various,1.0,85,Men's product,footwear,very high popularity
Men's adidas Originals Forest Grove Shoes,39.59,65.99,USD,Various,"Men's adidas Originals Forest Grove Shoes: Released in 1982, the original Forest Grove had a grid-like web over the midsole to give runners extra shock absorption. These streetwear shoes echo the vintage look with a soft nubuck upper that has '80s-style overlays and the iconic midsole net.",Various,1.5,72,Men's product,footwear,high popularity
Men's adidas Originals Continental 80 Shoes,47.99,79.99,USD,Various,"Men's adidas Originals Continental 80 Shoes: Just like their 1980s namesake, these shoes combine versatility with good looks. They're made with a patent leather upper for upgraded style. A distinctive split cupsole and curved webbing stripe complete the retro vibe.",Various,3.5,90,Men's product,footwear,very high popularity
Men's adidas Originals POD-S3.2 ML Shoes,77.99,129.99,USD,Various,"Men's adidas Originals POD-S3.2 ML Shoes: Revisiting a retro-tech cushioning system developed in 1995, these shoes open a new chapter of comfort and flexibility. Soft and lightweight, the textile sneakers are designed to let your foot move naturally. Boost cushioning adds energy return with every stride.",Various,2.2,41,Men's product,footwear,medium popularity
Unisex adidas Originals Marathon Tech Shoes,71.99,119.99,USD,Various,"Unisex adidas Originals Marathon Tech Shoes: These shoes draft off the Marathon TR, a trail-running pioneer that debuted in 1979. The rugged upper mixes breathable mesh and suede overlays with iconic 3-Stripes branding. A midfoot webbing print highlights the addition of responsive Boost cushioning.",Various,4.2,82,Unisex product,footwear,very high popularity
MEN'S ADIDAS OUTDOOR SIKII SHOES,27.99,55.99,USD,Various,MEN'S ADIDAS OUTDOOR SIKII SHOES: These shoes for men has all the ingredients for the perfect outdoor shoes. The upper consists Soft nubuck leathers for enhanced comfort. The Super High Traction Rubber for optimal grip in wet conditions. Lightweight EVA midsole for long term cushioning.,Various,4.9,32,Men's product,footwear,medium popularity
Men's adidas Sport Inspired Lite Racer Reborn Shoes,29.99,59.99,USD,Various,"Men's adidas Sport Inspired Lite Racer Reborn Shoes: These shoes evolve a running-inspired style for the modern streets. The textile upper boasts seamless 3-Stripes, while ultra-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.",Various,3.9,84,Men's product,footwear,very high popularity
MEN'S ADIDAS ORIGINALS FUTUREPACER SHOES,94.99,189.99,USD,Various,"MEN'S ADIDAS ORIGINALS FUTUREPACER SHOES: The Futurepacer reworks the revolutionary design of the 1984 Micropacer to challenge old ideas of what a sneaker should look like. This futuristic style makes a statement with a fully reflective stretchy upper and a mix of premium leather, nubuck and K-leather. Responsive cushioning provides all-day comfort.",Various,3.7,78,Men's product,footwear,very high popularity
Men's adidas Sport Inspired Runigma Shoes,59.99,59.99,USD,Various,Men's adidas Sport Inspired Runigma Shoes: These men's running-inspired shoes keep you comfortable all day long. They feature a textile upper and a supportive cage that wraps around the midfoot to give you stability where you need it most.,Various,3.8,92,Men's product,footwear,very high popularity
Men's adidas Sport Inspired Glenn M Shoes,17.49,24.99,USD,Various,Men's adidas Sport Inspired Glenn M Shoes: The adidas Glenn M shoes for men crafted with Mesh upper for added comfort and breathability. They come with Lightstrike EVA midsole for long term lightweight cushioning and shock absorption with a full rubber outsole for durability.,Various,4.3,2,Men's product,footwear,low popularity
Men's adidas Originals Rivalry RM Low Shoes,71.99,119.99,USD,Various,"Men's adidas Originals Rivalry RM Low Shoes: The Rivalry RM imagines how '80s designers would build a shoe with all the benefits of today's technology. The result is a retro, stripped-down look that incorporates modern materials with vintage style. These shoes have a leather and synthetic upper with TPU and embroidered details. Responsive Boost underfoot returns energy with every stride.",Various,3.8,24,Men's product,footwear,low popularity
Men's Sports Inspired Daily 2.0 Shoes,24.99,49.99,USD,Various,Men's Sports Inspired Daily 2.0 Shoes: The definitive daily sneaker. These classic shoes for men are reworked with a modern shape and fresh materials. The premium suede upper is accented with contrasting 3-Stripes for go-with-anything ease. A vulc-look outsole completes the package.,Various,4.9,64,Men's product,footwear,high popularity
Men's adidas Running SenseBoost GO Shoes,71.99,119.99,USD,Various,"Men's adidas Running SenseBoost GO Shoes: Designed for the ever-changing urban landscape, these running shoes have a lightweight knit upper that follows the natural movement of your stride. The wide platform provides support for lateral movement, and responsive cushioning returns energy with every step.",Various,2.8,20,Men's product,footwear,low popularity
Men's adidas Sports Inspired VS Pace Shoes,23.99,39.99,USD,Various,Men's adidas Sports Inspired VS Pace Shoes: Easy style with every stride. These basketball-inspired shoes have a nubuck-like upper. Bold 3-Stripes on the outer side and perforated 3-Stripes on the inner side mix modern and classic design. The rubber outsole has a vulcanised look.,Various,3.9,52,Men's product,footwear,high popularity
Men's adidas Originals Supercourt RX Shoes,139.99,139.99,USD,Various,Men's adidas Originals Supercourt RX Shoes: Serving up 40 years of clean court style. The Supercourt RX is a fresh fashion essential that pays homage to adidas' rich archive of tennis designs. These shoes keep your look polished with a monochromatic color scheme that effortlessly merges with sculpted sidewalls and a dynamic split sole. A tongue label borrowed from adidas' past and perforated 3-Stripes perfect this modern classic.,Various,3.8,37,Men's product,footwear,medium popularity
Men's adidas Originals Continental 80 Shoes,79.99,79.99,USD,Various,"Men's adidas Originals Continental 80 Shoes: Steeped in nostalgia, the Continental 80 captures the retro look of indoor trainers from the early 1980s. This version gives your feet the royal treatment with a plush velvet upper and a golden lace jewel detail. The distinctive split rubber cupsole is built for a comfortable, flexible feel.",Various,2.9,31,Men's product,footwear,medium popularity
Men's Originals Rivalry RM Shoes,129.99,129.99,USD,Various,"Men's Originals Rivalry RM Shoes: What if you infused an '80s basketball shoe with today's technology? Say hello to the adidas' Rivalry RM. The shoes are rebuilt from a classic hoops silhouette, with fewer seams and a focus on details. The cushy midsole delivers a comfortable ride.",Various,2.8,63,Men's product,footwear,high popularity
Men's adidas Originals Streetball Shoes,109.99,109.99,USD,Various,"Men's adidas Originals Streetball Shoes: Dial it back to the '90s with shoes based on a vintage streetball design. They offer a layered look with a mix of suede, mesh and leather. Swerving lines and intense color pops add to the retro vibe. Super-light cushioning adds modern comfort.",Various,2.2,56,Men's product,footwear,high popularity
Men's Running Kalus 1.0 Shoes,49.99,49.99,USD,Various,"Men's Running Kalus 1.0 Shoes: A well cushioned shoe with a fresher look that will appeal to young runners. Features Mesh upper for maximum ventilation, lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear.",Various,1.0,55,Men's product,footwear,high popularity
Men's adidas Sport Inspired VL Court 2.0 Shoes,35.99,59.99,USD,Various,"Men's adidas Sport Inspired VL Court 2.0 Shoes: These skate-inspired shoes remix classic style so you can wear them any day of the week. A premium suede upper provides a soft feel, and the textile lining and cushioned sockliner give you all-day comfort.",Various,4.2,31,Men's product,footwear,medium popularity
MEN'S ADIDAS ORIGINALS SPZL ZX 452 SHOES,49.99,99.99,USD,Various,"MEN'S ADIDAS ORIGINALS SPZL ZX 452 SHOES: Summer of love, part two. The late '80s and early '90s formed the apex era of rave culture in the UK, as acid house echoed through every nightclub and warehouse bash. Spezial pays homage to this golden age with a collection that's heavy on the '90s party vibes. Back in the day, the ZX 452 was only available as a women's shoe. These are the reissued shoes, now in extended sizes so male collectors can get in on the style. The suede and textile upper shows off retro colors.",Various,3.7,61,Men's product,footwear,high popularity
